tokens,words,graphemes,bytes,tokenizer,language
26,23,74,286,muril,hin
28,25,85,356,muril,hin
28,24,79,327,muril,hin
31,23,80,356,muril,hin
41,33,106,447,muril,hin
46,37,125,484,muril,hin
26,22,65,242,muril,hin
40,31,108,409,muril,hin
34,25,94,328,muril,hin
88,67,244,983,muril,hin
37,34,105,451,muril,hin
48,46,148,569,muril,hin
35,33,130,542,muril,hin
25,22,71,271,muril,hin
22,20,66,267,muril,hin
24,18,61,222,muril,hin
23,20,71,274,muril,hin
68,55,170,698,muril,hin
15,12,38,152,muril,hin
47,40,125,507,muril,hin
45,36,119,465,muril,hin
21,17,55,191,muril,hin
33,24,77,265,muril,hin
35,27,95,339,muril,hin
17,8,34,137,muril,hin
52,32,110,429,muril,hin
44,40,134,510,muril,hin
38,31,107,416,muril,hin
39,35,119,455,muril,hin
55,45,144,573,muril,hin
30,22,71,247,muril,hin
28,19,60,260,muril,hin
35,32,102,378,muril,hin
34,25,82,304,muril,hin
32,29,89,332,muril,hin
16,13,45,154,muril,hin
19,17,51,214,muril,hin
33,25,77,298,muril,hin
25,23,80,303,muril,hin
37,34,97,360,muril,hin
29,26,89,352,muril,hin
25,19,67,271,muril,hin
16,14,47,202,muril,hin
23,19,63,246,muril,hin
21,17,62,236,muril,hin
32,22,70,281,muril,hin
40,27,102,403,muril,hin
26,18,66,266,muril,hin
22,21,63,254,muril,hin
27,25,73,271,muril,hin
17,16,48,190,muril,hin
30,25,87,357,muril,hin
32,30,99,435,muril,hin
45,39,144,559,muril,hin
21,18,62,281,muril,hin
16,15,50,221,muril,hin
25,20,67,277,muril,hin
34,28,97,406,muril,hin
33,28,100,430,muril,hin
26,22,76,312,muril,hin
22,16,53,187,muril,hin
23,19,60,226,muril,hin
35,25,87,381,muril,hin
48,33,120,466,muril,hin
32,27,88,364,muril,hin
31,28,99,422,muril,hin
36,29,107,445,muril,hin
21,14,52,208,muril,hin
31,29,85,352,muril,hin
28,26,89,312,muril,hin
38,36,114,462,muril,hin
27,25,84,335,muril,hin
25,21,70,295,muril,hin
37,31,103,421,muril,hin
26,25,84,345,muril,hin
36,28,93,407,muril,hin
40,33,110,426,muril,hin
37,24,88,312,muril,hin
22,13,51,212,muril,hin
38,35,111,424,muril,hin
18,16,51,195,muril,hin
19,16,49,216,muril,hin
24,18,62,259,muril,hin
25,19,61,247,muril,hin
40,37,113,414,muril,hin
22,19,58,216,muril,hin
29,25,78,288,muril,hin
23,17,54,196,muril,hin
22,17,53,214,muril,hin
25,15,58,197,muril,hin
35,31,103,428,muril,hin
25,20,71,314,muril,hin
22,19,66,257,muril,hin
15,13,49,186,muril,hin
37,30,99,424,muril,hin
10,8,29,113,muril,hin
48,39,131,570,muril,hin
31,25,76,285,muril,hin
50,39,125,517,muril,hin
26,22,66,258,muril,hin
22,18,59,246,muril,hin
25,17,59,258,muril,hin
25,20,61,277,muril,hin
27,25,74,306,muril,hin
18,15,45,160,muril,hin
37,24,86,322,muril,hin
21,16,59,235,muril,hin
16,16,46,169,muril,hin
26,25,79,294,muril,hin
30,25,81,320,muril,hin
27,24,75,304,muril,hin
20,17,51,192,muril,hin
25,21,72,245,muril,hin
14,13,38,162,muril,hin
23,18,62,212,muril,hin
24,21,62,275,muril,hin
31,24,81,326,muril,hin
52,48,137,559,muril,hin
25,18,66,325,muril,hin
51,43,138,530,muril,hin
40,30,106,417,muril,hin
39,34,108,431,muril,hin
19,14,47,183,muril,hin
19,15,47,175,muril,hin
25,23,78,309,muril,hin
20,19,64,250,muril,hin
35,32,112,447,muril,hin
31,19,72,244,muril,hin
32,23,87,340,muril,hin
34,29,109,468,muril,hin
30,27,94,378,muril,hin
40,34,107,384,muril,hin
35,26,92,366,muril,hin
38,28,90,340,muril,hin
38,31,107,470,muril,hin
15,14,51,224,muril,hin
38,33,112,449,muril,hin
25,23,75,287,muril,hin
29,26,93,360,muril,hin
44,36,128,498,muril,hin
24,22,77,330,muril,hin
35,31,108,400,muril,hin
24,20,73,276,muril,hin
37,30,112,477,muril,hin
37,31,98,405,muril,hin
45,40,137,560,muril,hin
25,23,76,290,muril,hin
64,53,178,722,muril,hin
46,41,138,520,muril,hin
33,29,103,408,muril,hin
53,40,140,539,muril,hin
29,26,84,336,muril,hin
67,55,201,809,muril,hin
29,25,88,344,muril,hin
28,20,72,307,muril,hin
25,21,67,277,muril,hin
24,23,69,263,muril,hin
29,25,87,368,muril,hin
15,13,41,187,muril,hin
15,10,38,157,muril,hin
25,21,64,301,muril,hin
27,20,67,234,muril,hin
31,27,94,393,muril,hin
17,15,51,207,muril,hin
24,22,73,293,muril,hin
21,19,60,204,muril,hin
47,38,126,485,muril,hin
34,25,81,319,muril,hin
54,38,131,528,muril,hin
30,26,81,306,muril,hin
40,33,101,448,muril,hin
19,15,49,213,muril,hin
55,40,137,530,muril,hin
20,15,52,220,muril,hin
40,32,102,385,muril,hin
29,24,80,324,muril,hin
29,22,73,311,muril,hin
46,28,103,380,muril,hin
30,20,68,262,muril,hin
29,21,79,294,muril,hin
24,22,65,240,muril,hin
20,16,53,204,muril,hin
21,20,64,221,muril,hin
46,28,101,443,muril,hin
32,23,86,280,muril,hin
42,25,86,357,muril,hin
21,19,61,276,muril,hin
31,26,87,380,muril,hin
24,23,72,307,muril,hin
37,27,95,382,muril,hin
28,19,64,284,muril,hin
23,22,70,285,muril,hin
37,31,107,371,muril,hin
33,26,87,344,muril,hin
28,24,81,326,muril,hin
31,26,83,322,muril,hin
24,17,65,231,muril,hin
35,27,104,313,muril,hin
51,35,124,438,muril,hin
19,17,59,219,muril,hin
17,15,52,222,muril,hin
34,22,81,262,muril,hin
50,27,91,375,muril,hin
25,21,70,220,muril,hin
33,27,89,316,muril,hin
26,23,74,277,muril,hin
40,29,96,370,muril,hin
40,29,102,388,muril,hin
34,28,95,389,muril,hin
17,15,48,190,muril,hin
27,21,74,277,muril,hin
15,14,45,200,muril,hin
18,15,48,201,muril,hin
17,16,47,183,muril,hin
23,20,67,281,muril,hin
35,19,74,285,muril,hin
29,23,73,305,muril,hin
29,26,88,391,muril,hin
40,36,120,542,muril,hin
27,20,70,270,muril,hin
30,25,82,358,muril,hin
29,18,61,233,muril,hin
39,33,109,397,muril,hin
26,20,66,243,muril,hin
35,30,94,373,muril,hin
37,25,90,353,muril,hin
37,26,92,320,muril,hin
34,29,103,377,muril,hin
37,32,107,414,muril,hin
27,19,64,204,muril,hin
21,18,60,191,muril,hin
33,29,102,370,muril,hin
23,19,66,231,muril,hin
33,25,87,371,muril,hin
28,23,75,298,muril,hin
33,26,87,350,muril,hin
29,22,71,308,muril,hin
30,21,76,313,muril,hin
29,20,73,314,muril,hin
39,26,96,310,muril,hin
22,17,61,252,muril,hin
26,24,75,274,muril,hin
49,31,105,438,muril,hin
19,17,55,210,muril,hin
29,23,70,261,muril,hin
25,18,60,259,muril,hin
40,33,107,402,muril,hin
34,27,85,354,muril,hin
32,26,81,315,muril,hin
31,29,88,319,muril,hin
38,31,101,407,muril,hin
42,31,107,414,muril,hin
40,30,97,381,muril,hin
24,21,69,267,muril,hin
44,33,112,452,muril,hin
28,22,75,298,muril,hin
32,26,79,324,muril,hin
24,19,58,250,muril,hin
39,37,118,479,muril,hin
31,23,82,348,muril,hin
50,40,136,509,muril,hin
31,27,88,320,muril,hin
31,26,84,334,muril,hin
31,28,85,320,muril,hin
29,24,79,279,muril,hin
23,17,57,227,muril,hin
23,17,52,199,muril,hin
31,25,85,339,muril,hin
20,17,57,233,muril,hin
29,25,83,319,muril,hin
27,21,72,265,muril,hin
28,18,63,246,muril,hin
38,25,87,328,muril,hin
23,18,63,231,muril,hin
23,20,72,292,muril,hin
34,29,92,324,muril,hin
49,38,127,493,muril,hin
41,25,94,298,muril,hin
43,36,106,416,muril,hin
39,32,104,385,muril,hin
32,25,81,274,muril,hin
21,19,61,232,muril,hin
29,24,75,307,muril,hin
36,32,116,417,muril,hin
24,21,68,283,muril,hin
36,32,103,374,muril,hin
25,22,75,290,muril,hin
19,18,59,240,muril,hin
27,24,81,322,muril,hin
47,32,115,472,muril,hin
37,26,88,323,muril,hin
38,31,104,349,muril,hin
27,22,75,331,muril,hin
28,21,72,317,muril,hin
35,24,76,326,muril,hin
36,27,89,377,muril,hin
32,22,75,317,muril,hin
25,17,58,240,muril,hin
17,12,40,132,muril,hin
42,39,131,534,muril,hin
35,29,100,396,muril,hin
39,33,102,410,muril,hin
49,42,145,605,muril,hin
26,22,64,247,muril,hin
29,26,85,346,muril,hin
48,40,124,448,muril,hin
23,16,60,218,muril,hin
41,33,106,418,muril,hin
43,33,103,405,muril,hin
40,30,103,431,muril,hin
41,32,104,462,muril,hin
41,31,106,462,muril,hin
23,20,62,256,muril,hin
35,33,101,404,muril,hin
27,17,55,241,muril,hin
45,38,124,487,muril,hin
17,12,40,175,muril,hin
37,33,109,429,muril,hin
41,37,125,524,muril,hin
20,16,51,176,muril,hin
30,26,84,314,muril,hin
45,32,112,409,muril,hin
35,29,99,384,muril,hin
20,18,62,250,muril,hin
31,28,90,368,muril,hin
29,23,79,343,muril,hin
48,36,133,523,muril,hin
39,28,96,310,muril,hin
51,35,126,506,muril,hin
30,28,84,354,muril,hin
29,26,87,331,muril,hin
33,27,93,356,muril,hin
19,12,44,175,muril,hin
23,19,72,300,muril,hin
30,25,90,344,muril,hin
31,26,90,367,muril,hin
26,20,67,227,muril,hin
26,20,71,300,muril,hin
39,38,115,488,muril,hin
24,21,67,305,muril,hin
22,18,71,283,muril,hin
23,23,74,285,muril,hin
32,27,92,346,muril,hin
22,20,69,296,muril,hin
30,25,87,381,muril,hin
33,28,93,344,muril,hin
22,18,60,255,muril,hin
29,21,71,268,muril,hin
34,23,85,345,muril,hin
27,22,74,277,muril,hin
35,24,77,324,muril,hin
31,25,75,296,muril,hin
22,19,55,209,muril,hin
46,41,123,432,muril,hin
36,30,99,349,muril,hin
34,29,98,378,muril,hin
31,28,89,332,muril,hin
34,31,95,326,muril,hin
21,20,63,236,muril,hin
19,18,56,219,muril,hin
16,15,44,174,muril,hin
23,21,70,274,muril,hin
19,16,49,210,muril,hin
15,13,44,204,muril,hin
37,31,101,354,muril,hin
42,25,91,365,muril,hin
27,22,85,359,muril,hin
25,15,50,237,muril,hin
37,31,109,458,muril,hin
36,25,87,348,muril,hin
21,18,63,251,muril,hin
37,35,116,419,muril,hin
41,32,112,435,muril,hin
24,23,71,299,muril,hin
19,16,57,224,muril,hin
33,31,105,424,muril,hin
39,35,106,430,muril,hin
15,14,48,209,muril,hin
31,27,84,324,muril,hin
17,15,47,192,muril,hin
34,29,91,342,muril,hin
20,17,53,194,muril,hin
31,23,79,326,muril,hin
19,15,52,243,muril,hin
30,28,88,301,muril,hin
28,23,82,281,muril,hin
42,36,111,451,muril,hin
48,43,140,534,muril,hin
32,27,81,298,muril,hin
44,41,125,442,muril,hin
52,43,149,650,muril,hin
28,23,72,268,muril,hin
32,25,78,290,muril,hin
41,37,121,469,muril,hin
33,26,86,326,muril,hin
45,36,117,438,muril,hin
32,29,85,347,muril,hin
44,40,133,524,muril,hin
28,20,69,289,muril,hin
17,13,43,173,muril,hin
44,35,117,497,muril,hin
20,16,56,238,muril,hin
11,8,27,130,muril,hin
39,30,109,393,muril,hin
42,33,103,404,muril,hin
57,40,155,650,muril,hin
27,18,64,249,muril,hin
20,16,56,226,muril,hin
16,11,35,133,muril,hin
40,34,110,435,muril,hin
21,14,44,153,muril,hin
38,27,91,353,muril,hin
39,37,113,427,muril,hin
42,37,126,429,muril,hin
37,30,100,389,muril,hin
19,13,44,157,muril,hin
40,32,118,443,muril,hin
26,20,70,295,muril,hin
18,16,55,236,muril,hin
42,32,116,500,muril,hin
19,14,46,185,muril,hin
68,47,174,647,muril,hin
20,18,58,226,muril,hin
41,29,96,374,muril,hin
24,19,70,328,muril,hin
15,14,44,190,muril,hin
44,26,99,396,muril,hin
33,27,84,333,muril,hin
55,47,154,586,muril,hin
19,13,46,182,muril,hin
45,41,132,498,muril,hin
40,30,104,383,muril,hin
44,32,112,418,muril,hin
31,27,75,314,muril,hin
15,14,47,175,muril,hin
37,33,105,408,muril,hin
25,25,80,357,muril,hin
22,20,61,233,muril,hin
31,22,76,203,muril,hin
9,8,30,118,muril,hin
31,28,97,373,muril,hin
23,20,68,267,muril,hin
31,28,93,365,muril,hin
28,25,83,331,muril,hin
42,37,122,494,muril,hin
24,21,82,360,muril,hin
24,16,51,210,muril,hin
15,14,43,154,muril,hin
35,28,96,406,muril,hin
26,19,67,272,muril,hin
34,29,95,366,muril,hin
34,30,99,349,muril,hin
48,36,125,480,muril,hin
33,24,86,344,muril,hin
34,26,76,293,muril,hin
15,12,43,185,muril,hin
42,31,103,387,muril,hin
19,12,41,186,muril,hin
22,20,66,251,muril,hin
25,24,72,291,muril,hin
17,15,49,189,muril,hin
32,23,81,352,muril,hin
41,36,121,496,muril,hin
20,15,50,175,muril,hin
33,25,89,367,muril,hin
37,24,85,335,muril,hin
36,29,94,393,muril,hin
27,21,71,264,muril,hin
27,24,77,309,muril,hin
15,13,46,211,muril,hin
24,18,68,269,muril,hin
20,18,67,301,muril,hin
36,33,108,451,muril,hin
29,16,90,339,muril,tam
50,27,162,707,muril,tam
34,22,129,537,muril,tam
66,36,205,879,muril,tam
43,22,130,549,muril,tam
40,21,116,489,muril,tam
14,8,41,171,muril,tam
35,24,119,488,muril,tam
19,10,53,210,muril,tam
21,12,62,258,muril,tam
36,20,115,495,muril,tam
39,23,142,589,muril,tam
31,18,111,437,muril,tam
33,20,128,580,muril,tam
49,26,172,710,muril,tam
53,33,199,848,muril,tam
46,27,174,755,muril,tam
26,12,76,324,muril,tam
38,23,126,489,muril,tam
72,35,210,827,muril,tam
21,13,72,320,muril,tam
16,11,64,273,muril,tam
37,23,126,487,muril,tam
49,28,149,615,muril,tam
26,17,111,497,muril,tam
29,13,78,341,muril,tam
23,17,106,468,muril,tam
40,25,152,637,muril,tam
33,16,109,488,muril,tam
17,8,56,242,muril,tam
58,33,193,809,muril,tam
50,27,176,754,muril,tam
35,20,116,514,muril,tam
30,18,119,537,muril,tam
17,10,66,283,muril,tam
29,15,83,362,muril,tam
41,25,173,746,muril,tam
27,16,100,431,muril,tam
19,13,74,317,muril,tam
14,7,49,206,muril,tam
35,15,111,510,muril,tam
22,9,55,157,muril,tam
34,16,106,366,muril,tam
30,14,79,267,muril,tam
28,16,97,407,muril,tam
36,19,105,437,muril,tam
37,22,112,437,muril,tam
21,14,85,378,muril,tam
26,14,78,314,muril,tam
24,17,91,384,muril,tam
15,9,47,160,muril,tam
39,24,145,594,muril,tam
25,13,83,374,muril,tam
27,17,99,438,muril,tam
39,22,128,555,muril,tam
59,32,173,738,muril,tam
44,26,143,604,muril,tam
48,25,142,590,muril,tam
28,11,80,348,muril,tam
15,8,54,239,muril,tam
26,16,99,420,muril,tam
18,14,74,306,muril,tam
22,16,98,402,muril,tam
38,23,143,627,muril,tam
35,20,116,468,muril,tam
35,18,94,358,muril,tam
25,14,78,342,muril,tam
24,16,79,328,muril,tam
28,19,93,377,muril,tam
33,21,115,491,muril,tam
20,13,78,347,muril,tam
64,33,194,835,muril,tam
43,22,138,607,muril,tam
46,26,163,702,muril,tam
30,20,124,533,muril,tam
31,18,105,452,muril,tam
41,20,137,601,muril,tam
20,15,98,426,muril,tam
17,8,45,183,muril,tam
37,22,118,484,muril,tam
18,14,80,351,muril,tam
19,13,63,246,muril,tam
26,14,78,296,muril,tam
29,16,86,359,muril,tam
19,11,49,183,muril,tam
26,16,85,373,muril,tam
41,23,135,541,muril,tam
27,19,118,510,muril,tam
22,15,94,415,muril,tam
28,14,78,352,muril,tam
24,17,84,364,muril,tam
30,17,95,411,muril,tam
27,17,105,453,muril,tam
15,7,45,211,muril,tam
39,15,111,521,muril,tam
17,9,63,277,muril,tam
28,14,97,429,muril,tam
30,13,79,328,muril,tam
28,16,90,354,muril,tam
23,17,101,441,muril,tam
18,13,66,266,muril,tam
32,22,143,566,muril,tam
39,20,112,494,muril,tam
15,9,54,234,muril,tam
18,14,84,359,muril,tam
27,14,85,373,muril,tam
14,7,41,187,muril,tam
53,30,182,793,muril,tam
55,33,167,665,muril,tam
24,14,78,329,muril,tam
26,13,78,307,muril,tam
10,9,49,204,muril,tam
11,10,50,205,muril,tam
18,11,60,246,muril,tam
38,25,148,638,muril,tam
29,15,100,436,muril,tam
23,18,103,444,muril,tam
38,18,117,514,muril,tam
15,8,45,171,muril,tam
46,24,159,644,muril,tam
49,23,130,504,muril,tam
38,23,142,594,muril,tam
16,9,59,262,muril,tam
13,8,42,169,muril,tam
17,14,67,246,muril,tam
41,22,130,534,muril,tam
7,5,33,140,muril,tam
36,19,124,544,muril,tam
26,17,92,366,muril,tam
19,15,85,364,muril,tam
20,15,76,327,muril,tam
36,28,149,613,muril,tam
33,19,113,485,muril,tam
15,9,59,268,muril,tam
23,11,63,205,muril,tam
27,14,86,362,muril,tam
15,8,48,180,muril,tam
18,12,67,254,muril,tam
17,11,67,272,muril,tam
29,16,83,304,muril,tam
29,20,114,495,muril,tam
34,19,110,454,muril,tam
21,15,81,347,muril,tam
24,12,75,335,muril,tam
29,12,72,295,muril,tam
34,19,128,581,muril,tam
31,15,100,377,muril,tam
23,16,97,410,muril,tam
18,13,78,317,muril,tam
18,11,70,291,muril,tam
34,21,104,448,muril,tam
47,22,130,556,muril,tam
33,21,100,384,muril,tam
27,21,100,408,muril,tam
22,16,107,485,muril,tam
42,29,157,663,muril,tam
43,24,141,630,muril,tam
20,11,67,285,muril,tam
31,19,106,373,muril,tam
21,14,78,325,muril,tam
18,9,59,245,muril,tam
65,39,220,920,muril,tam
44,24,147,636,muril,tam
31,17,95,429,muril,tam
9,6,42,181,muril,tam
47,24,170,726,muril,tam
33,17,120,531,muril,tam
29,18,103,377,muril,tam
31,21,114,479,muril,tam
28,15,89,351,muril,tam
28,19,102,416,muril,tam
19,10,52,216,muril,tam
19,10,63,283,muril,tam
24,13,82,350,muril,tam
43,21,121,511,muril,tam
24,11,71,320,muril,tam
38,17,109,510,muril,tam
24,17,83,325,muril,tam
14,6,40,184,muril,tam
14,12,58,246,muril,tam
28,14,89,397,muril,tam
20,10,50,198,muril,tam
30,17,103,418,muril,tam
31,19,98,392,muril,tam
39,23,148,644,muril,tam
36,17,100,426,muril,tam
22,14,66,271,muril,tam
32,13,88,347,muril,tam
50,15,103,372,muril,tam
33,15,85,351,muril,tam
31,15,89,380,muril,tam
34,21,113,494,muril,tam
42,21,132,578,muril,tam
63,33,189,796,muril,tam
23,14,69,302,muril,tam
19,10,62,258,muril,tam
48,23,158,651,muril,tam
61,38,220,986,muril,tam
18,11,77,342,muril,tam
22,13,75,315,muril,tam
35,23,124,541,muril,tam
48,23,132,610,muril,tam
45,20,115,525,muril,tam
57,29,166,747,muril,tam
37,20,113,465,muril,tam
38,17,112,501,muril,tam
15,11,61,253,muril,tam
32,19,110,503,muril,tam
27,16,86,368,muril,tam
19,9,63,280,muril,tam
16,9,46,201,muril,tam
22,11,71,320,muril,tam
12,8,49,224,muril,tam
19,12,74,190,muril,tam
41,18,108,466,muril,tam
37,20,116,511,muril,tam
15,10,57,253,muril,tam
31,18,108,473,muril,tam
29,14,94,408,muril,tam
22,15,93,397,muril,tam
9,7,36,148,muril,tam
30,16,87,398,muril,tam
33,19,103,421,muril,tam
28,16,77,332,muril,tam
15,8,51,222,muril,tam
14,11,65,278,muril,tam
28,19,100,422,muril,tam
20,12,58,256,muril,tam
26,16,79,317,muril,tam
20,13,69,313,muril,tam
17,9,49,150,muril,tam
22,12,69,294,muril,tam
32,19,97,411,muril,tam
13,7,37,161,muril,tam
39,20,126,494,muril,tam
18,9,51,212,muril,tam
35,18,110,511,muril,tam
26,15,111,515,muril,tam
21,13,89,404,muril,tam
26,14,80,362,muril,tam
40,23,127,522,muril,tam
36,17,105,468,muril,tam
28,15,83,344,muril,tam
27,7,58,257,muril,tam
36,20,107,467,muril,tam
17,9,49,205,muril,tam
31,19,98,386,muril,tam
72,42,238,1006,muril,tam
49,28,147,610,muril,tam
26,14,75,302,muril,tam
36,21,119,388,muril,tam
17,13,80,327,muril,tam
28,15,97,422,muril,tam
10,7,39,167,muril,tam
16,10,57,251,muril,tam
35,23,144,598,muril,tam
38,17,107,448,muril,tam
23,15,96,399,muril,tam
26,13,87,385,muril,tam
36,13,102,452,muril,tam
30,18,106,466,muril,tam
22,15,93,383,muril,tam
9,6,32,130,muril,tam
15,12,64,270,muril,tam
40,17,103,474,muril,tam
48,23,143,555,muril,tam
30,19,90,384,muril,tam
38,24,131,451,muril,tam
27,12,71,302,muril,tam
31,13,74,287,muril,tam
39,18,98,430,muril,tam
46,26,144,602,muril,tam
22,9,50,225,muril,tam
19,10,63,278,muril,tam
33,19,112,424,muril,tam
73,35,202,775,muril,tam
41,22,120,493,muril,tam
18,11,52,227,muril,tam
47,25,128,537,muril,tam
31,16,82,337,muril,tam
21,11,72,323,muril,tam
17,11,55,241,muril,tam
16,10,54,212,muril,tam
23,16,81,323,muril,tam
16,9,58,258,muril,tam
16,7,48,217,muril,tam
22,12,65,285,muril,tam
23,16,100,416,muril,tam
37,18,123,545,muril,tam
41,14,109,457,muril,tam
28,16,118,533,muril,tam
30,20,114,464,muril,tam
23,16,98,433,muril,tam
30,19,109,464,muril,tam
26,15,99,442,muril,tam
64,21,144,632,muril,tam
46,21,145,661,muril,tam
21,11,65,271,muril,tam
11,6,33,138,muril,tam
25,18,86,363,muril,tam
19,10,68,296,muril,tam
25,11,77,297,muril,tam
36,21,120,505,muril,tam
21,14,93,383,muril,tam
32,16,94,323,muril,tam
26,11,85,335,muril,tam
27,13,71,239,muril,tam
16,11,66,284,muril,tam
14,11,59,264,muril,tam
30,18,110,511,muril,tam
19,9,51,219,muril,tam
19,11,66,268,muril,tam
23,11,75,324,muril,tam
23,10,69,311,muril,tam
14,8,49,227,muril,tam
25,12,76,315,muril,tam
23,12,79,355,muril,tam
23,13,81,373,muril,tam
20,10,64,282,muril,tam
11,6,35,153,muril,tam
40,17,103,416,muril,tam
71,30,174,674,muril,tam
28,18,102,386,muril,tam
39,23,129,570,muril,tam
18,14,75,310,muril,tam
36,23,140,584,muril,tam
44,21,133,559,muril,tam
19,11,74,335,muril,tam
37,17,115,487,muril,tam
28,16,106,480,muril,tam
21,13,79,347,muril,tam
28,20,119,528,muril,tam
23,16,83,333,muril,tam
24,10,64,250,muril,tam
13,6,42,167,muril,tam
37,22,131,571,muril,tam
37,23,159,712,muril,tam
30,17,115,518,muril,tam
25,16,106,461,muril,tam
25,16,96,415,muril,tam
82,40,257,1122,muril,tam
18,10,60,248,muril,tam
31,15,84,336,muril,tam
45,27,158,642,muril,tam
20,13,75,322,muril,tam
18,10,54,238,muril,tam
24,13,70,266,muril,tam
25,16,103,436,muril,tam
20,13,67,274,muril,tam
29,18,102,434,muril,tam
38,17,99,416,muril,tam
21,12,82,372,muril,tam
39,20,119,491,muril,tam
19,11,70,306,muril,tam
23,14,83,375,muril,tam
32,18,127,574,muril,tam
18,13,77,332,muril,tam
24,18,115,488,muril,tam
16,11,58,246,muril,tam
25,17,81,327,muril,tam
32,18,100,393,muril,tam
29,16,100,438,muril,tam
14,8,53,231,muril,tam
22,15,82,353,muril,tam
15,12,77,330,muril,tam
34,20,121,500,muril,tam
42,26,129,522,muril,tam
32,17,90,387,muril,tam
27,13,73,307,muril,tam
43,23,140,618,muril,tam
26,14,83,369,muril,tam
35,19,116,506,muril,tam
54,41,205,846,muril,tam
36,23,141,602,muril,tam
18,12,72,318,muril,tam
30,16,104,444,muril,tam
25,19,112,465,muril,tam
33,16,99,430,muril,tam
32,14,102,451,muril,tam
17,11,69,291,muril,tam
24,16,97,413,muril,tam
32,15,83,349,muril,tam
43,27,144,607,muril,tam
41,23,132,540,muril,tam
28,15,73,308,muril,tam
55,25,167,713,muril,tam
39,20,120,519,muril,tam
25,15,93,412,muril,tam
33,15,92,400,muril,tam
19,12,74,311,muril,tam
25,14,89,384,muril,tam
28,14,87,379,muril,tam
22,12,76,322,muril,tam
12,7,44,194,muril,tam
17,9,57,248,muril,tam
11,7,42,194,muril,tam
24,13,84,357,muril,tam
14,10,53,227,muril,tam
49,30,171,769,muril,tam
14,8,53,236,muril,tam
40,21,122,501,muril,tam
30,14,93,408,muril,tam
24,14,74,298,muril,tam
42,19,130,511,muril,tam
47,26,146,563,muril,tam
14,6,41,181,muril,tam
26,14,84,373,muril,tam
42,23,150,614,muril,tam
32,20,99,373,muril,tam
21,13,73,331,muril,tam
23,15,80,340,muril,tam
47,31,160,707,muril,tam
32,20,118,483,muril,tam
25,12,90,380,muril,tam
26,17,89,374,muril,tam
37,23,138,598,muril,tam
15,12,64,270,muril,tam
31,23,136,587,muril,tam
26,19,114,450,muril,tam
43,23,118,474,muril,tam
20,16,108,479,muril,tam
23,14,69,259,muril,tam
19,15,74,312,muril,tam
30,20,104,435,muril,tam
41,27,164,689,muril,tam
41,21,127,467,muril,tam
53,26,150,565,muril,tam
27,15,77,329,muril,tam
26,16,104,442,muril,tam
24,13,76,306,muril,tam
24,20,103,400,muril,tam
20,15,82,337,muril,tam
19,13,60,185,muril,tam
25,15,80,314,muril,tam
23,14,82,328,muril,tam
29,18,105,452,muril,tam
30,19,108,464,muril,tam
19,12,89,386,muril,tam
25,14,82,353,muril,tam
16,9,57,258,muril,tam
45,22,136,577,muril,tam
37,28,153,650,muril,tam
16,10,58,248,muril,tam
44,26,166,709,muril,tam
32,18,109,461,muril,tam
26,13,73,326,muril,tam
20,12,75,309,muril,tam
25,16,93,410,muril,tam
21,14,79,331,muril,tam
45,25,136,561,muril,tam
30,19,118,527,muril,tam
32,24,140,591,muril,tam
14,9,54,225,muril,tam
35,22,124,492,muril,tam
40,24,139,582,muril,tam
28,15,92,395,muril,tam
19,11,79,357,muril,tam
13,11,68,299,muril,tam
44,23,138,540,muril,tam
15,10,58,253,muril,tam
24,15,84,346,muril,tam
27,15,89,379,muril,tam
33,23,113,463,muril,tam
16,9,51,223,muril,tam
29,16,102,436,muril,tam
53,26,149,606,muril,tam
38,20,129,548,muril,tam
38,20,92,341,muril,tam
36,24,120,522,muril,tam
24,15,77,333,muril,tam
35,19,111,453,muril,tam
68,37,194,740,muril,tam
30,17,97,423,muril,tam
22,10,65,280,muril,tam
30,14,80,344,muril,tam
22,8,61,290,muril,tam
39,25,153,667,muril,tam
32,13,88,360,muril,tam
21,10,58,263,muril,tam
31,21,117,422,muril,tam
26,18,91,367,muril,tam
44,33,199,858,muril,tam
53,30,197,821,muril,tam
18,10,60,248,muril,tam
31,21,119,524,muril,tam
28,18,109,481,muril,tam
29,14,88,384,muril,tam
43,25,170,707,muril,tam
30,14,96,409,muril,tam
25,14,69,233,muril,tam
37,21,125,534,muril,tam
20,11,69,305,muril,tam
27,13,77,300,muril,tam
16,8,53,234,muril,tam
23,15,80,315,muril,tam
37,22,130,562,muril,tam
22,14,85,362,muril,tam
44,28,154,638,muril,tam
21,14,87,375,muril,tam
31,16,115,483,muril,tam
21,12,83,340,muril,tam
30,17,99,403,muril,tam
31,20,127,552,muril,tam
47,19,147,659,muril,tam
64,30,216,902,muril,tam
29,12,88,393,muril,tam
17,10,76,335,muril,tam
47,23,151,639,muril,tam
28,11,73,328,muril,tam
32,23,118,483,muril,tam
41,18,99,423,muril,tam
37,19,120,525,muril,tam
33,16,99,426,muril,tam
23,12,73,303,muril,tam
14,11,62,272,muril,tam
27,17,107,442,muril,tam
16,12,69,304,muril,tam
16,8,55,239,muril,tam
24,14,85,366,muril,tam
23,12,81,308,muril,tam
43,20,129,510,muril,tam
30,18,104,454,muril,tam
26,17,94,388,muril,tam
35,19,106,485,muril,tam
21,15,89,384,muril,tam
