tokens,words,graphemes,bytes,tokenizer,language
21,15,89,379,muril,tam
19,12,73,327,muril,tam
21,14,80,362,muril,tam
35,19,113,489,muril,tam
19,12,73,309,muril,tam
39,18,114,488,muril,tam
40,23,129,512,muril,tam
39,21,119,513,muril,tam
35,17,104,442,muril,tam
29,17,98,425,muril,tam
37,19,106,463,muril,tam
49,25,151,653,muril,tam
21,14,73,302,muril,tam
23,16,85,371,muril,tam
22,15,79,316,muril,tam
26,19,105,452,muril,tam
25,15,82,359,muril,tam
33,17,102,429,muril,tam
33,20,130,553,muril,tam
42,28,143,594,muril,tam
20,13,73,323,muril,tam
32,19,110,468,muril,tam
27,16,91,364,muril,tam
75,41,254,1047,muril,tam
22,19,104,442,muril,tam
45,26,163,700,muril,tam
30,23,148,616,muril,tam
21,12,73,292,muril,tam
21,14,83,378,muril,tam
24,14,83,330,muril,tam
24,14,86,371,muril,tam
67,36,233,970,muril,tam
16,7,53,230,muril,tam
44,23,128,532,muril,tam
37,22,142,599,muril,tam
22,11,73,303,muril,tam
24,12,78,312,muril,tam
32,17,115,491,muril,tam
18,8,54,230,muril,tam
47,20,135,577,muril,tam
38,17,120,529,muril,tam
34,23,130,564,muril,tam
34,23,147,627,muril,tam
49,31,165,695,muril,tam
27,14,85,309,muril,tam
19,14,67,279,muril,tam
35,21,112,473,muril,tam
26,17,89,356,muril,tam
30,17,97,399,muril,tam
22,14,76,317,muril,tam
16,9,54,220,muril,tam
32,17,97,407,muril,tam
20,13,84,364,muril,tam
45,28,137,501,muril,tam
23,15,90,383,muril,tam
20,13,80,346,muril,tam
19,8,52,239,muril,tam
18,11,68,297,muril,tam
32,17,104,459,muril,tam
36,15,96,421,muril,tam
42,22,123,466,muril,tam
25,17,90,358,muril,tam
21,11,71,314,muril,tam
27,15,84,348,muril,tam
14,8,51,222,muril,tam
24,14,91,412,muril,tam
27,19,118,501,muril,tam
44,30,171,741,muril,tam
24,12,80,351,muril,tam
20,9,61,262,muril,tam
23,15,85,370,muril,tam
29,17,113,497,muril,tam
32,19,121,499,muril,tam
26,16,97,417,muril,tam
19,13,63,250,muril,tam
28,11,74,309,muril,tam
34,20,111,448,muril,tam
34,23,142,630,muril,tam
29,17,114,488,muril,tam
25,17,101,424,muril,tam
36,18,133,592,muril,tam
23,11,76,348,muril,tam
35,24,147,632,muril,tam
30,16,104,456,muril,tam
32,22,131,571,muril,tam
18,14,98,441,muril,tam
22,15,78,324,muril,tam
36,21,139,579,muril,tam
25,17,105,444,muril,tam
35,15,100,409,muril,tam
35,19,133,575,muril,tam
31,17,108,422,muril,tam
16,9,63,263,muril,tam
29,17,105,436,muril,tam
19,11,68,300,muril,tam
16,11,68,279,muril,tam
22,12,62,259,muril,tam
19,12,67,277,muril,tam
38,27,139,552,muril,tam
17,9,52,215,muril,tam
25,19,95,382,muril,tam
14,11,47,177,muril,tam
20,12,65,275,muril,tam
24,13,71,257,muril,tam
37,21,122,536,muril,tam
28,17,102,433,muril,tam
22,18,80,316,muril,tam
15,11,68,284,muril,tam
21,16,93,418,muril,tam
12,7,42,181,muril,tam
39,28,171,739,muril,tam
30,18,106,462,muril,tam
40,23,117,474,muril,tam
25,18,98,373,muril,tam
19,14,87,355,muril,tam
18,10,67,280,muril,tam
27,12,77,328,muril,tam
30,18,92,389,muril,tam
16,11,58,237,muril,tam
21,13,86,377,muril,tam
24,12,75,331,muril,tam
16,12,61,262,muril,tam
27,16,97,424,muril,tam
26,17,82,338,muril,tam
23,13,70,291,muril,tam
19,12,73,316,muril,tam
27,13,73,291,muril,tam
22,13,80,341,muril,tam
23,15,92,380,muril,tam
19,13,80,341,muril,tam
29,19,115,484,muril,tam
36,23,136,572,muril,tam
27,14,82,360,muril,tam
46,22,140,531,muril,tam
40,20,130,566,muril,tam
35,26,137,587,muril,tam
14,9,48,217,muril,tam
14,10,65,289,muril,tam
15,12,68,277,muril,tam
18,12,81,363,muril,tam
34,24,142,611,muril,tam
27,16,81,303,muril,tam
33,19,111,444,muril,tam
32,19,129,581,muril,tam
20,14,93,413,muril,tam
30,20,109,480,muril,tam
30,17,112,487,muril,tam
23,14,90,366,muril,tam
28,18,110,467,muril,tam
13,9,53,237,muril,tam
27,18,108,456,muril,tam
21,15,90,380,muril,tam
21,13,93,398,muril,tam
36,24,133,552,muril,tam
14,11,64,257,muril,tam
32,20,130,573,muril,tam
23,13,85,365,muril,tam
28,21,127,551,muril,tam
29,21,114,472,muril,tam
44,23,152,665,muril,tam
27,19,116,526,muril,tam
52,26,167,686,muril,tam
34,22,148,648,muril,tam
22,16,98,419,muril,tam
59,24,166,663,muril,tam
20,16,94,421,muril,tam
60,27,180,717,muril,tam
32,21,110,463,muril,tam
23,13,76,338,muril,tam
28,13,87,375,muril,tam
25,18,92,370,muril,tam
19,12,86,373,muril,tam
13,9,59,264,muril,tam
22,9,64,269,muril,tam
25,16,98,401,muril,tam
24,11,63,273,muril,tam
29,18,109,489,muril,tam
15,9,55,252,muril,tam
24,12,85,370,muril,tam
13,10,56,241,muril,tam
30,19,110,480,muril,tam
34,18,104,425,muril,tam
50,21,131,545,muril,tam
28,15,88,372,muril,tam
37,19,110,475,muril,tam
24,11,62,258,muril,tam
55,25,152,666,muril,tam
18,13,68,295,muril,tam
31,16,93,391,muril,tam
25,16,100,456,muril,tam
30,15,86,358,muril,tam
38,17,98,409,muril,tam
28,12,87,344,muril,tam
36,20,107,440,muril,tam
24,14,91,351,muril,tam
22,13,76,315,muril,tam
22,14,83,355,muril,tam
42,22,130,571,muril,tam
27,17,95,364,muril,tam
22,12,88,362,muril,tam
16,12,69,296,muril,tam
32,21,124,558,muril,tam
25,16,93,407,muril,tam
32,16,104,472,muril,tam
19,10,60,287,muril,tam
22,12,79,347,muril,tam
38,22,145,625,muril,tam
25,17,94,367,muril,tam
26,17,110,459,muril,tam
26,22,110,455,muril,tam
22,14,79,295,muril,tam
37,20,120,450,muril,tam
47,28,172,731,muril,tam
24,11,78,354,muril,tam
16,10,62,250,muril,tam
32,18,95,350,muril,tam
50,22,119,521,muril,tam
22,16,80,284,muril,tam
34,19,114,436,muril,tam
27,14,83,345,muril,tam
32,19,116,521,muril,tam
32,18,104,458,muril,tam
36,19,114,500,muril,tam
15,9,53,238,muril,tam
24,13,83,354,muril,tam
19,12,62,270,muril,tam
20,12,64,280,muril,tam
10,9,46,189,muril,tam
28,15,87,397,muril,tam
30,15,95,380,muril,tam
19,13,71,302,muril,tam
22,16,108,487,muril,tam
30,20,118,516,muril,tam
30,14,95,438,muril,tam
26,13,76,341,muril,tam
19,14,67,265,muril,tam
44,26,134,577,muril,tam
19,15,77,310,muril,tam
29,16,107,484,muril,tam
40,20,150,639,muril,tam
28,15,83,352,muril,tam
41,21,138,571,muril,tam
39,22,130,544,muril,tam
25,16,79,293,muril,tam
16,9,56,201,muril,tam
32,21,122,496,muril,tam
26,16,89,363,muril,tam
29,19,95,390,muril,tam
21,14,83,339,muril,tam
25,18,95,395,muril,tam
29,16,94,403,muril,tam
32,16,91,400,muril,tam
20,13,75,316,muril,tam
38,20,109,424,muril,tam
18,11,65,276,muril,tam
25,16,93,396,muril,tam
65,21,130,539,muril,tam
25,12,72,305,muril,tam
18,13,79,329,muril,tam
23,13,88,385,muril,tam
29,22,121,487,muril,tam
30,16,97,418,muril,tam
31,17,99,404,muril,tam
31,18,103,452,muril,tam
34,20,124,534,muril,tam
36,23,126,526,muril,tam
33,19,107,437,muril,tam
20,13,73,307,muril,tam
35,21,125,555,muril,tam
20,15,86,382,muril,tam
18,11,63,282,muril,tam
18,10,57,256,muril,tam
37,18,119,535,muril,tam
43,18,136,601,muril,tam
41,23,149,643,muril,tam
26,17,105,442,muril,tam
36,18,128,547,muril,tam
31,20,108,438,muril,tam
25,18,90,382,muril,tam
23,11,65,291,muril,tam
26,18,87,372,muril,tam
22,15,87,377,muril,tam
22,12,76,322,muril,tam
29,15,102,437,muril,tam
27,17,92,393,muril,tam
26,14,94,421,muril,tam
35,24,119,459,muril,tam
24,16,83,322,muril,tam
19,15,82,328,muril,tam
32,16,100,423,muril,tam
33,19,116,502,muril,tam
41,20,117,448,muril,tam
33,20,104,418,muril,tam
31,22,119,516,muril,tam
28,15,89,374,muril,tam
15,11,61,254,muril,tam
15,13,70,284,muril,tam
36,25,136,597,muril,tam
14,10,60,265,muril,tam
33,16,107,471,muril,tam
21,16,92,391,muril,tam
25,13,86,376,muril,tam
24,16,96,412,muril,tam
46,21,139,618,muril,tam
30,19,111,480,muril,tam
45,32,169,647,muril,tam
27,18,97,410,muril,tam
40,22,133,579,muril,tam
30,13,82,369,muril,tam
42,23,134,560,muril,tam
42,16,110,504,muril,tam
18,13,72,302,muril,tam
22,9,61,215,muril,tam
34,21,141,624,muril,tam
34,21,111,437,muril,tam
25,17,95,415,muril,tam
54,31,189,792,muril,tam
20,12,68,294,muril,tam
28,15,105,461,muril,tam
46,24,138,622,muril,tam
19,11,61,259,muril,tam
40,24,130,547,muril,tam
36,21,117,515,muril,tam
45,19,128,564,muril,tam
47,25,156,716,muril,tam
39,19,121,494,muril,tam
25,15,82,325,muril,tam
41,20,134,582,muril,tam
29,13,88,387,muril,tam
45,25,152,651,muril,tam
14,7,39,184,muril,tam
32,19,103,438,muril,tam
33,25,134,570,muril,tam
16,10,58,242,muril,tam
26,18,99,421,muril,tam
46,21,127,551,muril,tam
28,19,123,497,muril,tam
20,15,84,355,muril,tam
24,16,91,381,muril,tam
31,18,111,493,muril,tam
45,24,148,638,muril,tam
29,15,84,305,muril,tam
45,25,156,627,muril,tam
25,17,98,405,muril,tam
28,15,97,409,muril,tam
20,14,93,402,muril,tam
12,9,53,226,muril,tam
25,16,105,444,muril,tam
33,24,131,554,muril,tam
23,18,99,425,muril,tam
49,26,151,644,muril,tam
28,16,92,387,muril,tam
30,18,118,517,muril,tam
21,13,71,311,muril,tam
19,12,72,307,muril,tam
22,12,77,338,muril,tam
30,20,101,403,muril,tam
28,16,95,409,muril,tam
27,18,106,466,muril,tam
30,17,110,465,muril,tam
11,9,63,273,muril,tam
17,12,69,279,muril,tam
31,16,96,422,muril,tam
26,16,89,361,muril,tam
27,19,101,426,muril,tam
27,14,85,372,muril,tam
21,10,66,293,muril,tam
35,19,125,558,muril,tam
32,18,101,434,muril,tam
20,12,86,378,muril,tam
34,20,126,582,muril,tam
31,16,108,509,muril,tam
17,11,70,321,muril,tam
19,13,73,308,muril,tam
21,12,69,302,muril,tam
24,18,96,403,muril,tam
20,8,54,237,muril,tam
13,6,49,231,muril,tam
35,20,125,498,muril,tam
36,17,102,450,muril,tam
27,15,88,385,muril,tam
24,9,61,272,muril,tam
35,18,108,444,muril,tam
30,15,84,331,muril,tam
20,13,75,327,muril,tam
33,18,113,525,muril,tam
25,14,86,372,muril,tam
19,13,75,314,muril,tam
23,12,81,353,muril,tam
23,15,95,408,muril,tam
25,16,91,389,muril,tam
11,8,45,188,muril,tam
27,16,98,389,muril,tam
11,4,35,151,muril,tam
28,19,108,435,muril,tam
19,12,58,236,muril,tam
38,20,109,455,muril,tam
29,14,102,460,muril,tam
21,17,97,408,muril,tam
19,10,60,268,muril,tam
35,22,131,559,muril,tam
49,25,166,714,muril,tam
29,19,103,429,muril,tam
30,26,139,580,muril,tam
33,20,122,496,muril,tam
25,17,102,418,muril,tam
29,18,101,424,muril,tam
39,20,127,535,muril,tam
38,23,129,523,muril,tam
37,21,126,541,muril,tam
29,17,94,399,muril,tam
31,20,123,522,muril,tam
24,11,67,292,muril,tam
14,8,39,152,muril,tam
52,24,162,684,muril,tam
22,14,93,422,muril,tam
15,7,37,157,muril,tam
31,21,124,524,muril,tam
28,16,99,401,muril,tam
59,33,202,831,muril,tam
20,12,74,321,muril,tam
17,9,58,244,muril,tam
13,8,42,179,muril,tam
38,19,121,515,muril,tam
20,10,53,230,muril,tam
27,16,87,357,muril,tam
32,25,152,662,muril,tam
30,18,122,508,muril,tam
35,16,101,439,muril,tam
20,11,67,290,muril,tam
40,19,116,526,muril,tam
23,14,97,424,muril,tam
14,10,68,293,muril,tam
38,22,146,623,muril,tam
23,7,61,275,muril,tam
59,24,152,605,muril,tam
14,9,56,249,muril,tam
41,23,126,527,muril,tam
26,18,104,425,muril,tam
15,11,60,242,muril,tam
34,18,104,425,muril,tam
29,15,84,361,muril,tam
45,24,161,708,muril,tam
16,8,44,189,muril,tam
42,27,155,651,muril,tam
39,20,126,527,muril,tam
43,23,116,478,muril,tam
28,13,80,339,muril,tam
20,12,69,303,muril,tam
36,18,118,519,muril,tam
22,13,95,415,muril,tam
24,15,86,355,muril,tam
31,17,89,368,muril,tam
10,9,55,231,muril,tam
28,15,93,391,muril,tam
18,11,67,303,muril,tam
23,18,97,415,muril,tam
27,14,97,406,muril,tam
36,25,146,591,muril,tam
19,12,80,335,muril,tam
24,13,71,308,muril,tam
16,9,48,213,muril,tam
30,17,123,524,muril,tam
26,13,82,329,muril,tam
25,12,81,340,muril,tam
22,16,98,435,muril,tam
41,23,139,562,muril,tam
29,16,92,388,muril,tam
20,11,63,293,muril,tam
13,9,53,237,muril,tam
38,21,125,532,muril,tam
14,8,50,215,muril,tam
20,12,71,316,muril,tam
28,16,115,497,muril,tam
16,10,59,250,muril,tam
27,16,106,441,muril,tam
40,20,139,607,muril,tam
17,10,58,251,muril,tam
26,14,85,377,muril,tam
29,14,86,346,muril,tam
34,19,109,482,muril,tam
33,18,92,379,muril,tam
20,13,80,350,muril,tam
19,10,64,273,muril,tam
23,18,91,374,muril,tam
19,10,66,287,muril,tam
32,17,119,543,muril,tam
47,17,85,308,muril,tel
62,28,130,651,muril,tel
45,26,119,509,muril,tel
64,32,152,702,muril,tel
50,26,112,477,muril,tel
35,18,70,306,muril,tel
11,7,28,114,muril,tel
36,18,82,380,muril,tel
16,8,46,148,muril,tel
22,11,44,221,muril,tel
38,20,99,484,muril,tel
50,23,103,487,muril,tel
37,17,86,427,muril,tel
46,21,104,551,muril,tel
53,29,125,580,muril,tel
47,21,112,546,muril,tel
59,26,127,578,muril,tel
37,17,72,287,muril,tel
41,22,108,425,muril,tel
68,39,175,704,muril,tel
23,13,51,268,muril,tel
16,10,44,214,muril,tel
58,24,111,554,muril,tel
58,28,121,539,muril,tel
30,19,87,448,muril,tel
24,13,54,248,muril,tel
35,18,92,404,muril,tel
46,24,114,545,muril,tel
30,18,67,319,muril,tel
20,10,48,222,muril,tel
51,32,136,600,muril,tel
51,32,141,640,muril,tel
25,19,74,319,muril,tel
41,23,89,417,muril,tel
18,10,47,226,muril,tel
22,10,52,213,muril,tel
46,23,101,469,muril,tel
29,13,67,323,muril,tel
26,13,54,290,muril,tel
15,8,34,173,muril,tel
30,20,84,422,muril,tel
33,9,48,213,muril,tel
32,14,73,250,muril,tel
23,10,54,194,muril,tel
21,12,50,238,muril,tel
44,17,85,399,muril,tel
41,19,89,405,muril,tel
18,13,55,227,muril,tel
36,14,71,338,muril,tel
36,16,77,314,muril,tel
20,11,43,184,muril,tel
42,22,95,397,muril,tel
28,17,84,318,muril,tel
35,21,84,432,muril,tel
57,28,129,601,muril,tel
54,27,108,558,muril,tel
52,27,119,605,muril,tel
46,24,106,492,muril,tel
27,13,65,317,muril,tel
18,10,46,227,muril,tel
31,13,66,276,muril,tel
23,16,66,301,muril,tel
27,17,73,338,muril,tel
39,23,112,522,muril,tel
36,20,93,434,muril,tel
36,17,67,302,muril,tel
30,14,57,300,muril,tel
23,16,69,332,muril,tel
25,15,72,247,muril,tel
33,20,75,357,muril,tel
21,14,61,299,muril,tel
55,32,135,620,muril,tel
50,21,114,497,muril,tel
38,25,133,579,muril,tel
33,20,101,401,muril,tel
43,18,83,421,muril,tel
48,22,104,505,muril,tel
24,10,58,289,muril,tel
18,8,41,115,muril,tel
47,20,89,443,muril,tel
24,14,67,293,muril,tel
23,13,55,255,muril,tel
30,16,80,283,muril,tel
38,20,87,389,muril,tel
16,8,33,149,muril,tel
40,13,61,328,muril,tel
58,30,148,539,muril,tel
37,21,95,460,muril,tel
28,15,70,343,muril,tel
31,17,68,344,muril,tel
31,11,61,307,muril,tel
26,14,65,350,muril,tel
35,22,84,385,muril,tel
14,8,35,182,muril,tel
36,16,81,402,muril,tel
26,14,56,267,muril,tel
29,13,61,307,muril,tel
31,14,65,268,muril,tel
36,18,82,327,muril,tel
34,16,79,357,muril,tel
24,13,54,249,muril,tel
38,21,101,422,muril,tel
41,23,97,411,muril,tel
14,9,44,225,muril,tel
25,12,49,253,muril,tel
27,13,53,301,muril,tel
13,7,33,181,muril,tel
43,24,124,475,muril,tel
50,22,116,481,muril,tel
25,12,49,225,muril,tel
27,11,53,245,muril,tel
13,9,35,156,muril,tel
15,9,38,186,muril,tel
22,10,42,209,muril,tel
53,26,113,552,muril,tel
37,21,87,436,muril,tel
32,21,99,499,muril,tel
33,18,77,371,muril,tel
16,10,41,161,muril,tel
48,25,121,543,muril,tel
50,22,125,338,muril,tel
35,23,99,401,muril,tel
24,10,54,257,muril,tel
17,11,39,178,muril,tel
22,13,50,221,muril,tel
51,19,102,477,muril,tel
9,8,32,152,muril,tel
42,18,100,479,muril,tel
28,13,68,325,muril,tel
28,18,81,341,muril,tel
25,12,65,287,muril,tel
43,24,100,465,muril,tel
37,18,89,402,muril,tel
24,11,53,285,muril,tel
24,11,50,175,muril,tel
30,12,58,301,muril,tel
17,10,46,186,muril,tel
30,10,50,223,muril,tel
29,13,63,271,muril,tel
27,13,57,257,muril,tel
33,18,90,442,muril,tel
46,19,86,372,muril,tel
28,13,66,338,muril,tel
29,13,55,287,muril,tel
33,12,53,214,muril,tel
34,16,71,351,muril,tel
26,13,67,343,muril,tel
33,17,72,362,muril,tel
21,14,61,288,muril,tel
29,14,65,314,muril,tel
35,17,67,355,muril,tel
46,20,115,362,muril,tel
43,22,94,404,muril,tel
28,16,64,304,muril,tel
29,14,78,336,muril,tel
41,18,78,385,muril,tel
43,26,103,519,muril,tel
19,11,56,273,muril,tel
42,21,92,349,muril,tel
24,11,49,263,muril,tel
30,12,58,208,muril,tel
89,44,202,969,muril,tel
44,22,96,446,muril,tel
31,16,65,313,muril,tel
16,7,29,181,muril,tel
56,29,141,623,muril,tel
32,18,87,467,muril,tel
34,20,89,334,muril,tel
41,25,112,507,muril,tel
36,18,74,299,muril,tel
24,16,69,343,muril,tel
19,9,44,209,muril,tel
20,12,52,198,muril,tel
23,14,55,273,muril,tel
46,15,89,351,muril,tel
23,11,53,263,muril,tel
44,17,79,451,muril,tel
36,18,79,272,muril,tel
20,10,47,144,muril,tel
19,11,41,210,muril,tel
32,14,64,375,muril,tel
26,9,45,197,muril,tel
30,17,75,350,muril,tel
31,18,89,382,muril,tel
45,21,92,452,muril,tel
34,18,76,334,muril,tel
16,5,38,99,muril,tel
37,10,73,225,muril,tel
55,14,81,312,muril,tel
58,21,105,457,muril,tel
36,12,61,321,muril,tel
38,21,84,389,muril,tel
37,17,103,345,muril,tel
63,34,144,627,muril,tel
28,13,55,276,muril,tel
25,11,59,272,muril,tel
50,24,119,518,muril,tel
71,37,155,802,muril,tel
28,12,60,295,muril,tel
30,14,67,301,muril,tel
50,22,91,494,muril,tel
48,22,99,483,muril,tel
49,19,90,472,muril,tel
60,29,125,619,muril,tel
30,17,75,327,muril,tel
48,23,110,438,muril,tel
23,12,50,206,muril,tel
45,22,121,397,muril,tel
37,14,62,329,muril,tel
25,9,46,261,muril,tel
26,13,55,266,muril,tel
37,20,87,423,muril,tel
20,9,39,195,muril,tel
21,13,50,213,muril,tel
35,17,83,363,muril,tel
30,19,91,431,muril,tel
22,11,45,224,muril,tel
34,14,72,391,muril,tel
41,17,72,376,muril,tel
38,16,73,344,muril,tel
14,9,37,183,muril,tel
20,13,50,226,muril,tel
32,18,78,353,muril,tel
32,18,65,280,muril,tel
16,8,36,167,muril,tel
18,11,44,223,muril,tel
26,17,81,329,muril,tel
28,12,54,267,muril,tel
34,17,69,290,muril,tel
18,11,45,194,muril,tel
19,9,45,180,muril,tel
19,12,50,247,muril,tel
37,20,86,410,muril,tel
15,6,29,136,muril,tel
42,18,79,345,muril,tel
26,14,53,237,muril,tel
52,23,90,462,muril,tel
42,17,83,407,muril,tel
30,14,67,351,muril,tel
24,10,48,246,muril,tel
50,21,88,414,muril,tel
37,17,75,351,muril,tel
27,16,66,313,muril,tel
27,10,46,203,muril,tel
35,18,69,324,muril,tel
17,8,35,147,muril,tel
35,16,70,284,muril,tel
79,41,182,793,muril,tel
50,22,104,452,muril,tel
30,15,61,312,muril,tel
41,21,86,415,muril,tel
18,14,56,241,muril,tel
34,17,77,424,muril,tel
10,7,29,125,muril,tel
18,10,40,168,muril,tel
38,22,94,432,muril,tel
36,15,72,342,muril,tel
32,14,75,371,muril,tel
28,12,58,274,muril,tel
42,14,68,335,muril,tel
23,17,67,321,muril,tel
29,16,64,311,muril,tel
9,7,25,119,muril,tel
29,12,54,275,muril,tel
38,16,71,388,muril,tel
57,25,115,479,muril,tel
37,17,73,369,muril,tel
38,22,86,407,muril,tel
30,13,52,277,muril,tel
39,13,57,261,muril,tel
43,14,65,330,muril,tel
55,23,98,482,muril,tel
18,10,46,212,muril,tel
21,10,55,248,muril,tel
35,22,91,367,muril,tel
85,42,181,765,muril,tel
49,24,100,488,muril,tel
17,11,48,243,muril,tel
49,24,106,508,muril,tel
38,14,55,255,muril,tel
24,10,51,247,muril,tel
19,8,40,214,muril,tel
10,6,23,103,muril,tel
25,15,64,315,muril,tel
17,9,36,189,muril,tel
18,8,36,190,muril,tel
26,11,46,212,muril,tel
34,18,77,382,muril,tel
43,20,87,433,muril,tel
41,17,109,389,muril,tel
37,16,71,350,muril,tel
34,15,74,364,muril,tel
26,15,67,285,muril,tel
51,21,109,519,muril,tel
45,17,85,438,muril,tel
46,20,99,495,muril,tel
44,26,107,481,muril,tel
34,14,63,305,muril,tel
17,10,47,148,muril,tel
37,18,82,396,muril,tel
26,12,63,251,muril,tel
24,11,55,259,muril,tel
38,18,76,331,muril,tel
25,15,75,302,muril,tel
41,17,89,340,muril,tel
26,8,52,232,muril,tel
25,12,62,176,muril,tel
23,12,51,273,muril,tel
20,9,40,192,muril,tel
35,15,64,324,muril,tel
23,7,31,145,muril,tel
20,11,51,249,muril,tel
21,12,53,210,muril,tel
32,17,73,334,muril,tel
17,8,37,206,muril,tel
27,13,60,281,muril,tel
24,12,56,286,muril,tel
38,14,70,348,muril,tel
31,15,68,333,muril,tel
17,7,29,148,muril,tel
56,24,106,497,muril,tel
64,22,113,494,muril,tel
32,19,82,327,muril,tel
48,24,109,535,muril,tel
34,18,77,364,muril,tel
42,22,97,468,muril,tel
48,27,113,478,muril,tel
25,10,58,253,muril,tel
26,22,117,438,muril,tel
25,18,77,363,muril,tel
33,17,83,393,muril,tel
38,17,76,414,muril,tel
29,20,77,332,muril,tel
22,9,43,189,muril,tel
13,8,37,153,muril,tel
48,26,101,503,muril,tel
52,25,133,689,muril,tel
34,19,83,406,muril,tel
27,15,69,321,muril,tel
30,15,63,315,muril,tel
90,43,193,968,muril,tel
23,10,46,215,muril,tel
40,16,71,340,muril,tel
60,27,134,605,muril,tel
26,14,57,257,muril,tel
28,13,50,225,muril,tel
23,14,59,261,muril,tel
33,15,71,349,muril,tel
25,12,50,215,muril,tel
32,19,74,329,muril,tel
36,16,75,349,muril,tel
33,13,64,301,muril,tel
43,24,111,527,muril,tel
19,13,53,245,muril,tel
23,13,59,299,muril,tel
31,16,85,456,muril,tel
21,14,59,275,muril,tel
27,16,69,314,muril,tel
19,10,44,182,muril,tel
30,17,59,281,muril,tel
39,20,83,376,muril,tel
18,12,50,229,muril,tel
24,11,45,237,muril,tel
33,15,58,242,muril,tel
27,16,74,335,muril,tel
50,27,105,490,muril,tel
37,20,82,352,muril,tel
41,14,64,295,muril,tel
28,14,52,244,muril,tel
50,21,104,471,muril,tel
30,15,75,345,muril,tel
40,24,102,445,muril,tel
55,36,147,659,muril,tel
40,27,116,520,muril,tel
20,12,51,205,muril,tel
27,18,86,410,muril,tel
28,17,74,326,muril,tel
41,21,91,429,muril,tel
33,16,80,372,muril,tel
20,11,62,276,muril,tel
41,22,89,423,muril,tel
32,14,73,240,muril,tel
41,25,107,463,muril,tel
44,26,104,442,muril,tel
27,16,61,239,muril,tel
50,26,112,494,muril,tel
30,15,69,324,muril,tel
21,14,67,291,muril,tel
38,21,89,382,muril,tel
23,15,72,295,muril,tel
28,13,66,311,muril,tel
27,16,71,323,muril,tel
28,12,59,306,muril,tel
10,7,28,136,muril,tel
16,8,35,177,muril,tel
14,7,34,139,muril,tel
23,14,59,292,muril,tel
17,10,46,161,muril,tel
54,32,129,646,muril,tel
17,10,48,233,muril,tel
36,18,84,412,muril,tel
25,14,62,297,muril,tel
18,13,44,172,muril,tel
47,18,91,390,muril,tel
46,26,114,456,muril,tel
15,7,33,146,muril,tel
33,15,59,321,muril,tel
43,17,93,361,muril,tel
40,14,75,278,muril,tel
24,16,65,342,muril,tel
25,16,70,275,muril,tel
51,28,122,547,muril,tel
31,17,87,453,muril,tel
28,13,72,320,muril,tel
31,18,81,383,muril,tel
31,15,72,345,muril,tel
16,11,44,216,muril,tel
28,15,70,340,muril,tel
29,23,96,393,muril,tel
47,18,83,386,muril,tel
25,15,70,352,muril,tel
29,14,63,275,muril,tel
44,14,78,293,muril,tel
24,15,60,281,muril,tel
46,28,126,593,muril,tel
44,23,102,451,muril,tel
60,25,130,540,muril,tel
27,18,95,186,muril,tel
29,13,63,310,muril,tel
24,11,52,243,muril,tel
31,18,78,336,muril,tel
28,18,75,379,muril,tel
19,9,44,149,muril,tel
31,16,67,321,muril,tel
27,15,68,297,muril,tel
39,17,77,354,muril,tel
33,17,80,367,muril,tel
17,12,64,237,muril,tel
20,13,60,287,muril,tel
14,11,46,230,muril,tel
30,16,78,381,muril,tel
31,20,83,430,muril,tel
12,7,43,211,muril,tel
57,25,128,586,muril,tel
32,17,81,398,muril,tel
36,14,67,330,muril,tel
21,13,57,229,muril,tel
27,16,75,363,muril,tel
23,12,61,317,muril,tel
37,21,86,373,muril,tel
